,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
loss,value,3.96592116355896,3.3721704483032227,3.007692813873291,2.704792022705078,2.492776393890381,2.3477160930633545,2.236572265625,2.1482279300689697,2.0850069522857666,2.0367555618286133,1.988100528717041,1.9610886573791504,1.933687686920166,1.8960766792297363,1.8791353702545166,1.8611822128295898,1.845323920249939,1.8406258821487427,1.8282513618469238,1.8078199625015259,1.7961406707763672,1.7826300859451294,1.7771015167236328,1.77230966091156,1.7550485134124756,1.7524479627609253,1.7567167282104492,1.737942099571228,1.731176495552063,1.7316999435424805,1.7280396223068237,1.7208768129348755,1.718267560005188,1.710465669631958,1.712428092956543,1.6996663808822632,1.7027301788330078,1.693016767501831,1.6914840936660767,1.6953691244125366,1.6958224773406982,1.681918978691101,1.680912971496582,1.6763112545013428,1.6787121295928955,1.6784017086029053,1.667003870010376,1.6627743244171143,1.6664226055145264,1.6615716218948364,1.3098349571228027,1.194205403327942,1.1604869365692139,1.130929708480835,1.1027686595916748,1.0859348773956299,1.0743176937103271,1.057712197303772,1.0457667112350464,1.0389410257339478,1.0313224792480469,1.026727318763733,1.0186675786972046,1.0139590501785278,1.009299635887146,1.0086455345153809,0.9998308420181274,1.0004347562789917,0.9965172410011292,1.0005943775177002,0.9906539916992188,0.9942055344581604,0.9883040189743042,0.9922227263450623,0.9963921904563904,0.9922325611114502,0.9847315549850464,0.9936540126800537,0.9881646037101746,0.9928041696548462,0.9875944256782532,0.9891583323478699,0.9891464114189148,0.9870515465736389,0.9876229763031006,0.9847624897956848,0.984973132610321,0.9873177409172058,0.987663209438324,0.9878730773925781,0.9850290417671204,0.9865258932113647,0.9810045957565308,0.982512891292572,0.980305552482605,0.9755702018737793,0.980616569519043,0.9821327924728394,0.9745728373527527,0.97654789686203,0.9748784899711609,0.9717525839805603,0.9723514318466187,0.9783351421356201,0.9698425531387329,0.9711723327636719,0.9713074564933777,0.9709262251853943,0.9704459309577942,0.9601356983184814,0.9644824862480164,0.9650859832763672,0.9677545428276062,0.9671512842178345,0.9668613076210022,0.9571325778961182,0.9626737833023071,0.9568305015563965,0.9584069848060608,0.9587476849555969,0.8149197101593018,0.7689587473869324,0.7581962943077087,0.7462315559387207,0.7326506972312927,0.7272390723228455,0.7190848588943481,0.7169118523597717,0.7092081308364868,0.7050430774688721,0.699233889579773,0.6989704966545105,0.693509578704834,0.6912965178489685,0.6862288117408752,0.6847959756851196,0.6838669776916504,0.6799823045730591,0.6786805391311646,0.6751794815063477,0.6745570302009583,0.6719573736190796,0.6700454354286194,0.6666834950447083,0.6630127429962158,0.6647746562957764,0.6605327129364014,0.6597142815589905,0.6609764695167542,0.6555982828140259,0.6527799963951111,0.6467917561531067,0.6483030319213867,0.6497258543968201,0.649384617805481,0.6461719870567322,0.6483492851257324,0.6439118385314941,0.6388224959373474,0.6428806185722351,0.6405482292175293,0.632135272026062,0.6336007714271545,0.6382704973220825,0.6344386339187622,0.6319901943206787,0.6335462331771851,0.6370756030082703,0.6284641027450562,0.6271024942398071,0.6258870363235474,0.6266162395477295,0.6288000345230103,0.6270433664321899,0.625228226184845,0.6216995716094971,0.628138542175293,0.6222423315048218,0.6227392554283142,0.619990885257721,0.6188486814498901,0.6196877956390381,0.618581235408783,0.6176112294197083,0.619855523109436,0.6162669062614441,0.6134271025657654,0.6152786612510681
loss,wall_time,48.27938508987427,75.08961415290833,101.32417821884155,128.6200888156891,154.94330763816833,181.81331968307495,208.2502601146698,234.63347816467285,261.43264412879944,287.8721146583557,314.7983798980713,342.7721724510193,369.3249361515045,396.984858751297,423.47622203826904,450.09768080711365,476.56091952323914,502.9691512584686,529.7488045692444,556.1487059593201,582.9534213542938,609.7287564277649,636.1002411842346,662.8420302867889,689.2578961849213,715.9480662345886,742.3380298614502,768.7775859832764,795.4884855747223,821.8741574287415,848.5456120967865,875.3134417533875,901.7301213741302,928.3825972080231,954.769326210022,981.4698257446289,1007.8814079761505,1034.2564973831177,1061.0790271759033,1087.5259954929352,1114.3608887195587,1141.1192078590393,1167.5520434379578,1194.25918674469,1220.7286522388458,1247.3545417785645,1273.7501592636108,1300.2132632732391,1327.0064339637756,1353.4271473884583,1380.1245775222778,1407.179741859436,1433.6208453178406,1460.4119129180908,1486.807473897934,1513.7505948543549,1540.131288766861,1566.5424444675446,1593.2181906700134,1619.7515287399292,1646.492121219635,1673.2849593162537,1699.6615471839905,1726.39182472229,1752.9269814491272,1779.555670261383,1805.9066071510315,1832.2558317184448,1859.2081735134125,1885.5216839313507,1912.2551407814026,1939.188438653946,1965.5094878673553,1992.1875233650208,2018.525953054428,2045.2920424938202,2071.682042121887,2098.038765192032,2124.864814758301,2151.2518904209137,2177.9831709861755,2204.7837455272675,2231.1368367671967,2257.938926935196,2284.428076505661,2311.141206741333,2337.4953796863556,2363.9399931430817,2390.6759173870087,2417.0756418704987,2443.7954065799713,2470.4720318317413,2496.8689184188843,2523.5687289237976,2549.9283196926117,2576.754161834717,2603.322988510132,2629.903903245926,2656.6571068763733,2683.121504306793,2709.935089111328,2736.8105149269104,2763.34720659256,2790.117899656296,2816.5872886180878,2843.534143447876,2870.093902349472,2896.5853686332703,2923.5475323200226,2949.9710607528687,2976.6951897144318,3003.5056505203247,3030.015527486801,3056.7908618450165,3083.220404148102,3110.035839319229,3136.464171409607,3162.908336877823,3189.7687904834747,3216.20459318161,3243.1066234111786,3270.3099081516266,3296.9366669654846,3323.761201620102,3350.229987382889,3377.218272924423,3403.6678006649017,3430.296684741974,3457.1998987197876,3483.6342136859894,3510.482846736908,3537.3257772922516,3563.769903898239,3590.5219724178314,3616.932054758072,3643.5424365997314,3669.9846818447113,3696.4565918445587,3723.381070613861,3749.8348300457,3776.468478679657,3803.282666683197,3829.804886341095,3856.652075767517,3883.1170601844788,3910.012936115265,3936.4138839244843,3962.8610973358154,3989.6105415821075,4016.1268169879913,4042.984349012375,4069.8555805683136,4096.441010475159,4123.133252859116,4149.591012477875,4176.405328989029,4202.905095815659,4229.506773471832,4256.281262874603,4282.772136688232,4309.59336400032,4336.577069759369,4363.077472448349,4390.0406935215,4416.6299459934235,4443.417152166367,4469.916653633118,4496.364760398865,4523.182909250259,4549.707921028137,4576.493330955505,4603.4475865364075,4630.008860111237,4656.850336551666,4683.496246337891,4710.496160030365,4736.98442530632,4763.5388724803925,4790.492849349976,4817.173156738281,4843.898197412491,4870.979441404343,4897.562165021896,4924.576985836029,4951.220409393311,4978.082985877991,5004.672216892242,5031.315183877945
